rw_ratio,io_size,reads,writes,rw_ratio_rnd,rw_ratio_seq,io_size_rnd,io_size_seq,bw_r,response_time_rnd,response_time_seq
70,73,20155,8510,36.0,74.0,24,78,2107096,4.6559367,6.042531
62,121,13649,8320,65.0,61.0,36,125,2679686,7.907139,6.5259547
64,117,14112,7638,86.0,63.0,46,122,2561809,3.8924,6.980808
71,98,45362,17867,72.0,71.0,40,99,6252703,6.7895646,7.398358
74,79,51502,17899,76.0,74.0,40,79,5493683,5.411391,7.1868725
75,104,40179,12890,76.0,75.0,42,104,5522154,5.0092115,6.1926117
79,82,21981,5503,54.0,80.0,32,82,2255357,6.0690866,5.0320606
77,82,12792,3703,32.0,79.0,22,85,1364595,7.025112,6.5717597
53,58,6411,5531,72.0,52.0,39,59,696339,4.7959476,7.374764
73,80,34948,12381,86.0,73.0,46,81,3797273,3.8270369,5.5497627
79,120,33563,8436,77.0,79.0,43,122,5051827,5.7198615,6.2521596
75,91,16658,5386,79.0,75.0,42,94,2024189,4.6658826,6.8322744
67,89,11244,5484,95.0,61.0,51,96,1493506,2.577912,5.898955
63,119,12448,7260,83.0,62.0,45,122,2347558,4.9122868,6.1328416
69,94,47226,21097,86.0,68.0,47,94,6438516,3.3622167,6.6457543
78,99,33436,9329,57.0,78.0,33,101,4258583,5.4418483,5.786498
66,84,15628,7900,14.0,76.0,14,97,1978213,4.9814787,6.805311
68,72,22616,10481,84.0,67.0,46,73,2405913,5.261971,6.4821887
58,81,3752,2617,48.0,59.0,29,86,522148,4.9948425,8.105568
54,153,5517,4632,74.0,52.0,39,162,1558802,5.307823,6.855519
69,124,20643,9225,66.0,69.0,36,130,3718041,6.1889687,8.669767
59,81,22146,14858,34.0,62.0,23,88,3011950,6.9418554,8.19042
55,82,24486,19294,22.0,60.0,17,91,3629758,7.3226595,7.9748154
67,89,13487,6475,82.0,66.0,45,92,1784841,4.058772,7.29661
76,82,53556,16251,64.0,76.0,36,82,5735519,5.6435213,4.8873553
54,91,12360,10338,91.0,51.0,48,94,2076155,4.007722,6.1030984
80,110,38986,9300,22.0,83.0,16,114,5312273,4.4400854,7.8277082
74,85,26353,9207,65.0,74.0,37,86,3038953,4.761045,7.0101566
73,91,26164,9594,73.0,73.0,40,93,3281446,5.3267283,6.932477
51,116,11083,10249,89.0,49.0,48,120,2475399,3.1244535,6.920083
68,74,14666,6879,43.0,68.0,26,75,1599215,5.623723,6.8183103
68,79,12323,5586,84.0,67.0,46,81,1425647,3.9967163,6.764547
80,95,44713,10992,89.0,80.0,46,95,5296166,4.1232667,6.1234393
74,81,33404,11205,89.0,74.0,47,82,3638008,3.8327157,7.8501296
62,102,11191,6605,48.0,63.0,30,105,1828281,6.55735,5.697497
78,102,27196,7605,71.0,78.0,39,104,3577270,5.8174014,6.131639
79,86,20095,5240,83.0,79.0,44,88,2188421,4.1035547,7.0107956
75,96,15612,5131,84.0,74.0,43,98,1994621,3.839678,5.7471623
66,98,8034,4104,52.0,66.0,31,100,1192293,3.477157,7.7306347
76,105,35295,10668,92.0,76.0,49,107,4844994,4.112783,6.620528
75,83,8906,2906,46.0,76.0,28,86,987796,7.008607,5.408177
73,87,21808,7978,74.0,73.0,41,89,2612086,3.9424517,6.225763
79,84,22071,5664,61.0,79.0,35,85,2343311,5.6221824,5.8079414
48,87,13853,14586,72.0,46.0,39,92,2489095,5.175056,8.711479
80,123,18499,4437,84.0,80.0,46,126,2821781,4.448566,5.295538
77,136,32003,9165,80.0,77.0,43,138,5627302,4.37452,7.0239477
67,72,10288,5031,21.0,74.0,17,80,1107899,4.627496,5.282466
68,90,13671,6376,7.0,79.0,11,105,1817778,5.262823,6.9075336
78,99,30833,8392,49.0,78.0,30,100,3906775,7.551086,7.440279
59,66,11351,7742,11.0,67.0,13,75,1270994,5.325431,6.571428
74,93,17175,5996,69.0,74.0,39,95,2173734,4.6962414,6.7800484
79,94,23876,6311,16.0,84.0,15,100,2853000,4.710613,5.9492373
83,90,28915,5564,28.0,85.0,19,92,3129536,6.621074,6.2372594
55,58,12512,9842,55.0,55.0,32,59,1312808,5.992623,8.042235
78,105,15202,4106,40.0,79.0,26,108,2046161,6.5792403,6.4185376
59,69,16307,11025,20.0,63.0,17,73,1888194,5.199509,7.1329246
75,86,34487,11195,86.0,75.0,47,87,3946431,3.9385846,6.5825105
82,97,28447,6048,59.0,83.0,32,99,3354852,4.620854,5.665255
71,77,33953,13678,95.0,69.0,51,79,3709096,3.9939625,6.7140837
73,79,14271,5135,63.0,73.0,36,80,1545322,5.1270156,7.4516377
77,85,20476,5778,70.0,78.0,36,86,2254050,4.481109,5.523104
62,74,9832,5877,76.0,61.0,43,77,1177951,4.9222255,6.368225
75,79,15114,4839,49.0,76.0,30,81,1594756,5.9075522,5.847051
79,90,20195,5188,86.0,79.0,45,91,2295078,4.097109,5.2364573
75,109,19048,6097,12.0,83.0,13,121,2765756,5.4827943,6.712091
64,69,9939,5512,69.0,63.0,39,71,1070357,4.5344768,7.042642
62,96,6484,3961,70.0,61.0,38,100,1006695,5.7817793,5.529622
59,63,6467,4482,71.0,58.0,40,65,698070,5.2673607,7.3647885
47,101,9312,10238,81.0,44.0,43,106,1989790,5.255047,7.3823595
65,81,15845,8244,17.0,70.0,15,86,1955175,5.4396205,5.9828506
63,95,12250,7192,26.0,71.0,20,113,1863811,3.9600194,5.1243076
55,66,12232,9813,84.0,53.0,45,67,1469924,3.8977253,8.905637
76,80,13349,4140,58.0,76.0,33,81,1399776,5.3320765,6.3865504
65,84,15096,7933,85.0,64.0,46,85,1945502,3.7945766,6.533347
66,68,15805,7831,43.0,71.0,28,77,1630548,6.1171665,6.787757
73,77,15784,5749,80.0,73.0,42,78,1666967,4.1926646,7.3371196
73,81,53624,19073,56.0,74.0,31,82,5897223,5.031468,7.2693677
59,83,17960,12451,33.0,62.0,22,91,2544024,4.7093906,6.8400497
61,72,26806,16682,40.0,63.0,25,76,3150294,3.9127715,7.6013403
72,80,35032,13387,41.0,73.0,25,82,3879198,7.2075305,8.236247
82,86,17877,3756,33.0,83.0,22,88,1874081,8.187002,6.173343
74,80,36845,12470,90.0,74.0,47,81,3960379,2.9833298,8.276762
77,77,9138,2679,72.0,77.0,41,80,914567,4.48302,7.332139
68,93,18218,8242,63.0,69.0,36,97,2484590,5.1154404,6.686946
62,87,21519,12876,70.0,62.0,38,88,2994384,4.7289457,8.325407
74,82,10216,3563,70.0,74.0,38,84,1133514,4.8831563,6.0344973
70,87,6477,2728,60.0,70.0,34,90,810023,3.9112754,7.7972817
59,138,16087,10729,76.0,58.0,41,145,3703814,4.3497343,8.689225
67,92,15208,7357,77.0,66.0,43,95,2080018,4.1135907,6.5339885
68,70,7870,3593,84.0,67.0,45,72,811236,4.3054013,7.7954645
74,85,23915,8259,62.0,74.0,36,88,2763465,5.862328,5.5984387
67,71,12256,5840,52.0,68.0,30,73,1300063,5.687085,6.362732
61,61,9021,5650,56.0,61.0,33,63,897315,6.435307,5.689931
70,98,6983,2909,59.0,71.0,34,101,969799,6.480776,8.83266
62,167,7767,4710,89.0,60.0,48,174,2087739,4.0374136,6.79977
65,77,6948,3664,82.0,63.0,45,81,823023,3.8097198,6.1417074
58,100,17601,12525,82.0,57.0,42,102,3019387,4.0899196,6.422554
76,94,15188,4575,80.0,76.0,42,95,1860543,2.793062,6.7931476
68,92,23976,10918,30.0,73.0,21,100,3238680,3.3521347,5.448838
66,71,22723,11697,70.0,65.0,37,72,2447682,6.3143115,7.364547
75,100,30986,10323,71.0,75.0,39,103,4149678,3.7708073,6.1313868
60,70,4367,2827,65.0,60.0,37,74,508677,4.054599,7.299496
69,108,19396,8337,68.0,69.0,37,110,3000967,5.3999085,6.825047
66,121,10529,5306,54.0,67.0,32,126,1923192,5.230404,6.297981
54,64,10244,8410,20.0,60.0,16,72,1197570,5.4652624,8.10339
49,79,8208,8392,89.0,45.0,48,82,1321199,3.696197,7.341246
74,85,27805,9478,73.0,74.0,39,85,3169792,4.7779536,6.6320534
69,99,16144,7029,16.0,75.0,14,109,2310540,5.1078687,5.418277
64,113,16357,8975,13.0,73.0,13,130,2880316,5.1745443,6.731421
59,68,12464,8599,69.0,58.0,38,69,1436340,5.756376,7.7122245
63,85,35750,20921,75.0,62.0,40,86,4872743,4.958536,6.6551023
32,47,6295,12939,76.0,26.0,42,47,905368,5.1089416,8.508106
55,64,5585,4421,70.0,54.0,38,66,647024,4.8972964,5.932816
81,86,19312,4520,47.0,81.0,27,88,2066923,6.5,6.2215934
68,74,13097,5943,23.0,76.0,18,83,1410266,4.1645684,6.69211
70,71,7549,3199,52.0,71.0,32,73,768791,4.2992063,7.5727024
76,81,27104,8240,84.0,76.0,45,82,2864772,4.3510623,7.994734
81,88,11022,2547,60.0,82.0,34,90,1195096,5.5277786,7.665888
84,90,21639,4055,58.0,84.0,32,92,2335200,4.9401393,7.072817
76,82,20462,6354,66.0,76.0,34,84,2224706,5.5444903,6.6880527
76,86,10653,3191,31.0,78.0,21,89,1202447,6.220974,5.1791344
62,68,13414,8003,14.0,69.0,14,76,1464819,5.918956,6.692452
73,82,31492,11500,18.0,78.0,14,88,3552230,6.084064,6.9204693
80,86,29012,7039,47.0,81.0,27,87,3116296,6.69652,6.48631
84,102,46016,8564,22.0,87.0,16,107,5599342,4.444807,7.2938676
77,81,11567,3405,72.0,77.0,41,83,1224744,4.6068873,6.6436973
64,72,9639,5365,58.0,64.0,34,74,1093634,4.7451253,6.4833765
66,84,15996,8094,67.0,66.0,38,86,2035357,5.901134,6.8858757
77,103,34492,10001,84.0,77.0,43,105,4594565,5.317364,6.054268
65,68,9698,5159,15.0,73.0,14,77,1020545,5.121796,5.760285
69,84,10294,4579,73.0,68.0,41,88,1262806,4.514819,7.1792974
70,82,13151,5378,51.0,71.0,29,84,1521847,7.7748766,6.2924347
67,80,5545,2640,63.0,68.0,36,83,658017,5.3557444,6.9857855
85,94,44522,7490,53.0,85.0,27,94,4896388,6.562534,5.704027
51,106,22832,21078,28.0,53.0,20,112,4692883,5.1019473,6.7874994
64,138,18687,10415,39.0,66.0,25,150,4040404,3.7963731,8.698431
70,106,18064,7675,6.0,77.0,11,118,2748459,6.1119046,6.0387163
75,79,24146,7777,17.0,81.0,15,85,2534266,5.4906898,6.61944
84,93,33354,5907,78.0,85.0,41,94,3658949,4.615974,5.97197
77,100,20369,6066,96.0,73.0,52,108,2652830,1.8905128,6.0646486
34,50,5835,11132,84.0,29.0,46,50,853141,4.8609242,9.063563
77,84,18919,5529,67.0,77.0,36,85,2061454,5.760667,6.0534005
80,114,26794,6368,26.0,83.0,19,120,3806918,4.569825,6.97911
50,125,6392,6188,75.0,48.0,40,133,1583391,4.590753,6.5488663
71,81,9926,3944,61.0,72.0,35,84,1133177,4.4286203,6.704135
74,76,14383,5004,72.0,74.0,40,78,1486825,5.116341,6.1869154
69,80,18381,7971,24.0,74.0,18,86,2122337,5.2898555,6.540192
64,66,12332,6698,73.0,64.0,40,68,1267903,5.1921697,6.520819
74,82,18370,6329,52.0,75.0,30,84,2029285,4.9891562,6.028773
77,81,13729,4060,92.0,75.0,49,83,1441002,3.7292838,6.7485957
64,72,10504,5836,15.0,74.0,14,84,1177114,4.4387407,5.648373
65,77,8538,4424,69.0,65.0,37,79,1007506,4.363116,5.1385465
40,67,4415,6508,72.0,38.0,39,70,742551,5.1443286,7.9347863
58,90,29401,20643,71.0,58.0,38,91,4551524,5.062101,6.4116087
79,89,40189,10145,23.0,82.0,18,92,4494107,4.324499,6.6854877
84,95,25146,4722,76.0,84.0,41,96,2851626,5.213241,6.2869415
70,95,27689,11527,74.0,70.0,41,96,3753622,2.9499993,6.4766374
63,80,8385,4851,83.0,61.0,45,83,1066521,3.5021904,6.336621
58,77,16555,11824,95.0,54.0,51,80,2205668,3.776701,6.9954543
77,84,27849,8100,73.0,77.0,39,85,3023568,4.5924096,6.5239725
71,121,16001,6258,65.0,72.0,36,123,2694683,4.8788853,5.664613
78,83,37437,10280,73.0,78.0,38,84,3989971,5.677564,6.283644
80,93,19418,4774,57.0,80.0,31,95,2271766,3.2746305,5.996893
57,68,11255,8173,72.0,57.0,41,69,1332256,5.2905755,7.5158257
52,169,8568,7756,60.0,51.0,35,180,2762039,7.2349005,8.823099
73,137,16871,6197,88.0,72.0,44,142,3169685,4.8299065,6.5790253
82,89,21428,4689,44.0,83.0,27,91,2340558,6.7698727,5.5242376
66,73,9025,4495,75.0,66.0,41,74,988749,4.7766542,5.8233814
69,117,16425,7194,59.0,69.0,33,121,2786197,4.6363635,8.014246
55,63,9103,7199,68.0,54.0,36,65,1029907,5.8250384,8.820593
56,128,17686,13452,49.0,58.0,30,149,3998302,4.546629,7.5265875
81,90,20499,4709,65.0,81.0,36,92,2292463,4.526468,6.625459
72,77,9150,3472,65.0,72.0,37,79,978931,4.918871,5.120892
83,96,45455,8679,20.0,88.0,15,101,5217614,4.8747077,6.8386254
71,76,12964,5294,60.0,71.0,33,78,1391887,5.1783276,7.3282785
70,78,25063,10566,17.0,74.0,15,83,2791678,5.816023,6.578952
68,84,24686,11159,68.0,68.0,39,92,3039834,3.2742712,7.371633
61,89,4726,2965,58.0,61.0,34,97,690004,4.7531023,7.8393965
75,91,39630,13108,84.0,74.0,45,92,4814334,3.7589014,5.907164
56,83,11193,8629,13.0,64.0,14,97,1657184,5.4112573,6.796994
63,108,15912,9037,78.0,63.0,42,111,2718348,4.376209,8.771703
81,90,23142,5256,82.0,81.0,45,92,2581803,4.8207307,5.9927044
50,62,11232,10845,43.0,52.0,27,69,1369016,4.575316,7.889504
74,81,38589,13445,68.0,74.0,37,82,4239095,5.251218,7.371573
64,77,9541,5143,67.0,64.0,34,80,1136007,4.934752,5.9470954
60,66,7136,4693,79.0,58.0,37,68,787926,4.1248474,6.307256
87,95,39753,5926,42.0,87.0,24,96,4372560,6.814088,6.17751
55,61,7791,6172,23.0,62.0,18,70,852891,5.1453032,5.9379115
75,80,11365,3629,45.0,77.0,28,83,1210003,6.8877845,7.271899
73,89,19719,7162,80.0,73.0,43,90,2400175,4.700184,7.1293797
79,97,20590,5267,73.0,79.0,38,99,2522965,4.979612,5.379365
48,92,12698,13274,66.0,48.0,36,93,2390277,5.419062,6.7998605
68,113,22888,10440,91.0,66.0,47,118,3787720,3.7729137,5.5009885
81,103,30761,7073,55.0,81.0,32,103,3903991,4.763469,6.234985
52,111,9864,8802,87.0,49.0,47,117,2080547,4.8729057,10.117643
75,84,25910,8275,26.0,80.0,20,90,2901739,4.5426164,6.2185817
64,80,10911,6056,57.0,64.0,33,82,1364953,5.623313,7.8001657
71,78,25205,10222,64.0,71.0,35,79,2786291,5.506436,6.459357
58,102,13058,9154,23.0,63.0,17,114,2281549,7.1572704,8.385767
63,86,13102,7432,71.0,63.0,37,89,1786357,5.819854,7.8813577
56,64,11752,9184,39.0,56.0,25,65,1355707,6.593078,6.3836536
68,74,9005,4060,66.0,69.0,37,76,973332,4.987977,6.093507
85,101,23543,4147,47.0,85.0,27,102,2799033,1.6325663,6.111103
67,71,6744,3219,35.0,69.0,23,73,707562,6.407529,4.958076
63,80,12986,7317,86.0,62.0,45,82,1629430,4.192331,8.579241
76,70,15168,4743,94.0,72.0,49,74,1397034,2.6567986,6.734978
59,86,13994,9534,87.0,57.0,47,89,2039851,3.9466531,7.253582
58,85,9101,6331,50.0,59.0,29,88,1320669,6.629768,6.6627126
69,82,15946,6926,74.0,69.0,40,84,1891233,5.362106,6.3709745
73,81,17129,6170,82.0,73.0,44,82,1899954,3.8189607,6.8437624
77,82,22455,6409,20.0,83.0,16,89,2395350,4.60583,6.4890966
65,73,18451,9749,66.0,65.0,37,73,2065260,5.1169257,7.562186
64,152,13164,7304,29.0,69.0,20,173,3118004,3.8379338,6.700464
71,78,29040,11815,9.0,76.0,12,84,3191613,6.2708836,6.8864555
79,134,21859,5499,70.0,80.0,38,136,3670716,6.2052236,7.1944494
60,69,13632,9013,45.0,60.0,27,70,1567694,4.5704584,6.971208
75,86,14584,4682,45.0,76.0,25,88,1659841,6.329645,7.001929
63,65,10240,5980,66.0,62.0,37,67,1066196,4.705241,6.0641565
70,76,23103,9613,68.0,70.0,38,77,2506753,5.5659003,5.537586
79,87,22130,5740,65.0,79.0,36,89,2437102,5.5732727,6.5066504
78,89,33174,9177,61.0,80.0,35,94,3771884,3.6120706,6.3076143
83,92,49920,9557,8.0,88.0,12,97,5475571,5.630928,6.933619
46,76,16212,18875,56.0,44.0,31,81,2683993,4.471414,7.4265575
69,114,16890,7304,25.0,75.0,18,128,2778059,4.2549257,5.7820625
56,76,13122,10241,71.0,55.0,39,78,1791610,4.913015,8.092377
75,94,24740,7896,5.0,84.0,10,104,3070256,5.473441,5.403286
66,71,13003,6617,32.0,67.0,22,73,1397440,9.077489,5.9252763
65,112,19280,10159,24.0,70.0,18,123,3308589,4.3448997,6.1137943
62,70,18600,10933,54.0,63.0,31,72,2070254,7.279588,7.8754683
65,122,13247,6903,69.0,65.0,39,127,2465698,6.340972,7.586932
74,82,18158,6153,62.0,74.0,36,83,2001810,6.269274,7.645294
71,74,8953,3621,33.0,72.0,23,76,931892,7.114441,7.7132215
80,86,25299,6264,75.0,80.0,41,87,2731176,4.1199994,5.827869
60,73,12087,7998,14.0,69.0,14,85,1475632,6.295767,6.7231736
66,95,18820,9430,79.0,66.0,43,96,2696682,5.8613987,6.2648354
82,92,21168,4447,65.0,83.0,32,93,2359828,4.9950166,6.032974
54,67,6058,5126,26.0,64.0,19,84,757135,4.3509445,7.501261
68,72,11210,5241,67.0,68.0,37,73,1185959,3.8538704,7.0590773
67,105,6546,3194,49.0,68.0,30,110,1028223,5.5012555,5.5196667
38,53,4621,7456,87.0,34.0,48,54,648304,4.3862314,10.189066
68,79,14523,6644,64.0,68.0,36,80,1679851,5.2990446,6.2217956
72,108,17485,6560,72.0,72.0,39,111,2618531,5.193215,6.616608
65,74,10943,5699,20.0,72.0,16,82,1232702,4.8826346,6.261483
75,89,9298,3027,74.0,75.0,41,92,1105162,4.335198,5.110887
61,68,10822,6762,78.0,60.0,43,70,1202453,4.622801,7.3916464
38,71,6580,10560,86.0,33.0,47,74,1231163,5.4497204,7.6529145
77,85,25631,7278,15.0,83.0,14,92,2829258,5.0752177,5.4132776
75,80,11457,3685,39.0,76.0,23,82,1217804,5.484394,4.875179
67,111,17321,8377,32.0,72.0,22,123,2861275,4.000724,7.5475626
77,82,33767,9717,15.0,81.0,14,86,3588836,5.2278314,7.5030336
60,66,17379,11553,92.0,58.0,49,67,1924077,3.7125027,7.8103375
76,115,13491,4183,80.0,76.0,40,117,2032718,4.7295604,7.0949244
60,74,6866,4395,80.0,59.0,44,76,842785,4.267897,6.128892
58,62,15113,10768,13.0,66.0,13,71,1623001,5.100353,7.4610715
72,76,6816,2642,64.0,72.0,37,77,719821,4.993109,5.9671226
81,90,28597,6402,26.0,82.0,18,91,3163036,8.561159,6.5347404
59,67,12912,8920,86.0,57.0,45,69,1481732,4.180103,5.7032995
78,84,30924,8473,48.0,78.0,28,85,3316639,6.541484,6.715001
84,90,29292,5405,78.0,84.0,43,91,3146557,5.2167473,5.430524
69,84,6379,2860,82.0,68.0,43,86,777383,3.9328818,5.6760945
54,60,6561,5588,12.0,65.0,13,73,734206,5.375288,7.171903
77,81,36186,10778,59.0,77.0,33,82,3843574,6.2883844,6.1735764
78,88,22158,5929,77.0,78.0,41,90,2474023,4.3594966,7.9361806
59,98,13294,9170,31.0,63.0,21,110,2211809,5.4724207,5.2663703
52,58,11352,10097,96.0,43.0,52,60,1262436,3.2236547,8.043033
78,84,10525,2898,34.0,79.0,22,86,1136184,5.5537524,8.03141
75,79,22259,7332,70.0,75.0,40,80,2363358,5.5620875,6.759253
72,90,31032,11783,49.0,72.0,29,92,3891516,5.071989,6.218252
73,87,31248,11162,79.0,73.0,42,88,3697425,4.508177,6.7712297
66,70,9037,4614,40.0,68.0,25,73,962854,6.530867,6.6753106
72,121,7938,3068,36.0,73.0,24,126,1340293,7.6050725,6.3404264
69,128,9550,4125,64.0,70.0,35,134,1755527,6.806991,5.9059777
67,72,14081,6700,52.0,68.0,30,73,1497688,5.546586,6.8216534
64,71,13363,7244,76.0,64.0,40,73,1483114,5.2751417,7.075293
68,75,17699,8015,40.0,69.0,25,77,1945763,6.947614,6.839023
77,85,22023,6385,17.0,83.0,14,92,2442601,4.8928475,8.150282
71,76,11292,4463,46.0,72.0,28,78,1210682,5.911147,6.5613
58,92,11987,8429,18.0,65.0,15,105,1892980,3.4690762,6.5453267
73,76,7322,2585,62.0,74.0,35,80,762183,5.028816,7.3388705
74,90,38710,13558,32.0,76.0,21,93,4706285,4.72787,6.132787
76,85,13847,4258,66.0,76.0,34,87,1540671,5.0219607,6.396969
65,94,28257,15127,28.0,69.0,21,102,4089630,5.7230225,7.83216
53,88,5848,5096,84.0,51.0,45,91,971685,4.4373126,7.3315744
71,88,59040,23903,36.0,73.0,23,93,7311617,6.0582633,7.5062313
75,81,14230,4545,90.0,74.0,48,84,1532804,3.7778082,6.865328
73,76,15635,5723,39.0,74.0,25,78,1625055,6.5169234,6.4172206
69,79,23233,10023,22.0,74.0,17,85,2642705,5.4181395,6.282173
61,94,25556,15714,76.0,61.0,41,95,3890621,5.3486824,6.2113333
82,102,45421,9709,14.0,86.0,14,107,5659555,5.206185,6.695598
64,97,26988,15142,96.0,60.0,51,101,4093444,3.042219,6.010371
67,83,13489,6612,76.0,66.0,40,85,1681282,4.9622083,7.4886603
83,91,34226,7008,71.0,83.0,38,92,3766973,5.3111677,6.167122
85,93,39194,6460,73.0,86.0,41,93,4258524,5.2354183,5.7280517
71,73,22655,9112,66.0,71.0,38,74,2333871,4.022995,5.9506044
78,81,29681,8202,75.0,78.0,40,82,3096838,5.4412127,6.511149
73,79,17394,6360,54.0,73.0,31,80,1897588,3.495726,6.37227
83,93,49643,9844,78.0,83.0,41,94,5552598,4.271622,6.513176
59,77,8355,5741,76.0,57.0,41,79,1087727,5.039337,6.7367706
38,75,6483,10404,88.0,33.0,47,78,1283029,7.417295,9.653351
54,101,22766,19349,68.0,53.0,38,102,4271661,4.796324,6.4240994
57,100,13110,9785,33.0,62.0,22,116,2303532,5.1428337,7.7081904
28,37,3814,9480,88.0,22.0,47,36,504124,4.9684463,8.781623
65,116,12148,6466,87.0,63.0,45,122,2174941,4.4398313,7.9001837
70,78,17049,7235,77.0,69.0,41,80,1907123,5.9644046,7.04812
79,85,19747,5230,56.0,79.0,31,86,2133921,6.138525,6.3511033
77,78,8930,2587,34.0,78.0,23,80,902121,5.472164,6.096496
55,111,9074,7282,77.0,53.0,40,119,1830619,5.4281526,8.464993
81,85,36019,8401,83.0,81.0,46,87,3814711,3.86468,5.747608
67,72,7270,3462,77.0,66.0,42,75,777103,4.6990356,7.7261677
69,76,17506,7564,66.0,69.0,34,77,1913946,6.034479,7.5520377
78,90,33584,9016,43.0,79.0,25,91,3849758,5.519401,6.3281064
65,75,12156,6460,54.0,65.0,31,77,1405088,5.9649796,6.2861605
73,88,34970,12860,60.0,73.0,33,90,4255820,6.3266506,6.9776616
51,97,10664,10157,41.0,53.0,25,111,2036363,4.9650474,8.885246
70,77,17605,7240,13.0,77.0,13,84,1917751,6.105555,6.087599
65,117,15021,7999,84.0,64.0,45,121,2701313,5.9997926,10.926977
73,77,7454,2640,45.0,75.0,28,79,784449,6.652298,6.428834
77,126,18560,5457,62.0,77.0,35,130,3034031,4.311586,6.5795355
71,75,18126,7336,10.0,78.0,12,83,1928020,5.281207,6.2226143
73,79,17827,6526,62.0,73.0,35,82,1942837,4.2995734,6.2852187
83,89,15596,2995,51.0,84.0,31,91,1673104,5.087182,6.788504
69,81,12117,5300,6.0,80.0,10,94,1427579,5.9227867,5.6667414
69,71,5824,2540,36.0,71.0,24,74,599884,6.7529783,5.075444
75,83,62121,20209,50.0,76.0,30,84,6889331,7.3775454,7.432907
42,97,8297,11146,69.0,42.0,38,99,1905167,5.123879,6.530298
72,107,31424,11994,92.0,71.0,48,108,4652499,4.4442925,6.53057
68,73,43872,20486,83.0,67.0,45,75,4755025,4.537854,7.1747966
73,78,13062,4693,56.0,74.0,33,79,1391703,5.116032,8.576786
60,125,17803,11510,78.0,59.0,42,129,3668350,5.1850805,7.3357744
76,82,21506,6434,28.0,78.0,21,84,2301442,6.6482024,6.4512305
81,96,25134,5834,72.0,81.0,36,98,3001538,4.4484944,6.5659003
69,72,10562,4643,57.0,70.0,34,75,1108244,4.0524936,6.611543
67,126,23377,11056,37.0,71.0,24,138,4346376,4.8983054,6.883195
63,124,20375,11922,35.0,66.0,22,137,4017240,3.7738743,8.081955
72,92,18354,6854,62.0,73.0,35,94,2336915,4.8216257,7.5164957
77,98,14686,4360,74.0,77.0,41,101,1876668,4.8298483,7.492544
70,83,47026,19503,24.0,73.0,18,86,5539848,5.2370996,7.0317636
64,71,55171,30791,89.0,61.0,46,73,6134562,4.659378,6.921565
78,87,16139,4477,58.0,78.0,32,88,1794196,5.3811607,5.769309
67,91,19113,9381,77.0,66.0,43,92,2608547,4.349634,6.49755
